TIME(2025/07/31 16:07:46.854),LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,SACCADE_MAG,SACCADE_DIR,BKID,BKDUR,BKPMIN,participant_id,Round_ID,Segment_ID,Interval_Start_s,Interval_End_s
184.25,0.26624,0.57661,9.69338,1.0,1,0.64265,0.47067,10.06644,1.0,1,0.0,0.0,0,1.16112,10,17,-999,1,160,245
184.26562,0.26679,0.57735,9.17896,1.0,1,0.64255,0.46936,9.95567,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.28125,0.26632,0.57708,9.23498,1.0,1,0.64267,0.46944,10.64107,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.29688,0.26653,0.57384,9.48536,1.0,1,0.64266,0.46604,10.81538,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.3125,0.2671,0.57471,10.36178,1.0,1,0.64339,0.46445,,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.32812,0.26671,0.57524,10.59957,1.0,1,0.64324,0.46501,10.94324,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.34375,0.26955,0.5729,10.2672,1.0,1,0.64494,0.46534,,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.35938,0.26984,0.57068,10.39077,1.0,1,0.64583,0.46363,10.25571,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.375,0.26962,0.57097,10.55365,1.0,1,0.64577,0.46389,10.99313,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.40625,0.27033,0.5701,9.31234,1.0,1,0.64683,0.46358,10.47214,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.42188,0.27042,0.57039,9.76728,1.0,1,0.64665,0.46435,10.04377,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.4375,0.27041,0.57042,9.67678,1.0,1,0.64672,0.46458,10.46889,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.45312,0.26988,0.57109,9.18046,1.0,1,0.64669,0.4645,10.44604,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.46875,0.2697,0.57263,10.49134,1.0,1,0.64668,0.46514,9.89725,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.48438,0.27003,0.57222,10.61514,1.0,1,0.64658,0.46517,9.89219,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.5,0.26966,0.57436,,1.0,1,0.64623,0.46244,10.5249,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.51562,0.2705,0.57324,9.12617,1.0,1,0.6465,0.4668,10.62954,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.53125,0.26981,0.57325,9.80006,1.0,1,0.64651,0.46674,10.56933,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.54688,0.27139,0.57332,8.82393,1.0,1,0.64701,0.467,10.65168,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.5625,0.27096,0.57396,,1.0,1,0.6478,0.46698,10.65429,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.57812,0.27056,0.57392,,1.0,1,0.64783,0.46724,10.70633,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.59375,0.27215,0.5693,,1.0,1,0.64981,0.46742,9.90771,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.60938,0.27129,0.57526,,1.0,1,0.64992,0.46656,10.04921,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.625,0.27151,0.5753,,1.0,1,0.64992,0.46656,10.04921,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
184.65625,0.27189,0.57609,,1.0,1,0.65128,0.46886,10.24097,1.0,1,0.0,0.0,0,0.0,10,17,-999,1,160,245
185.84375,0.26822,0.57448,9.21173,1.0,1,0.64542,0.4715,9.80675,1.0,1,0.0,0.0,0,0.0,11,17,-999,1,160,245
185.85938,0.26829,0.57382,8.83178,1.0,1,0.6453,0.47007,,1.0,1,0.0,0.0,0,0.0,11,17,-999,1,160,245
185.875,0.2682,0.57534,,1.0,1,0.64379,0.47087,,1.0,1,0.0,0.0,0,0.0,11,17,-999,1,160,245
205.17188,0.29302,0.60784,11.11404,1.0,1,0.66479,0.5201,9.67815,1.0,1,0.0,0.0,0,0.11216,19,17,-999,1,160,245
205.1875,0.2927,0.60799,10.69873,1.0,1,0.66482,0.52016,9.88524,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.20312,0.29365,0.6069,11.42248,1.0,1,0.66571,0.52019,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.21875,0.29347,0.60646,10.85068,1.0,1,0.66552,0.51966,9.90409,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.23438,0.29349,0.60674,10.83901,1.0,1,0.66535,0.51979,9.65401,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.25,0.29352,0.60802,10.78914,1.0,1,0.66513,0.52113,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.65625,0.29406,0.6079,11.41988,1.0,1,0.66594,0.52013,9.72791,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.67188,0.29469,0.60817,11.94639,1.0,1,0.66652,0.52004,10.27014,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.6875,0.2967,0.60864,11.67807,1.0,1,0.66834,0.52121,10.14029,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.70312,0.29647,0.6075,11.58523,1.0,1,0.669,0.52298,11.26721,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.71875,0.2968,0.60822,12.25035,1.0,1,0.66943,0.52284,10.84104,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.73438,0.29666,0.60947,10.898,1.0,1,0.66969,0.52392,10.37307,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.76562,0.29741,0.60994,12.34352,1.0,1,0.66906,0.52379,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.76562,0.29746,0.61006,12.32097,1.0,1,0.66912,0.52372,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.79688,0.29595,0.61009,11.32175,1.0,1,0.66878,0.52369,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.8125,0.29582,0.60989,11.81524,1.0,1,0.66833,0.52221,10.33781,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.82812,0.29578,0.60987,11.67559,1.0,1,0.66833,0.52221,10.33781,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.84375,0.29608,0.6099,12.39409,1.0,1,0.66771,0.52099,10.91732,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.85938,0.29619,0.60935,11.7459,1.0,1,0.66776,0.52025,10.69761,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.875,0.29628,0.60975,12.28227,1.0,1,0.66776,0.52025,10.69761,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.89062,0.29628,0.60877,11.65446,1.0,1,0.66868,0.52175,11.14812,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.90625,0.2965,0.6086,11.61142,1.0,1,0.66881,0.52303,11.07396,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.92188,0.2965,0.6086,11.61142,1.0,1,0.6688,0.52219,10.72105,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.9375,0.29685,0.60929,12.05457,1.0,1,0.66913,0.52358,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.95312,0.29708,0.60933,12.45724,1.0,1,0.66884,0.52335,11.30637,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.96875,0.29719,0.60957,12.42189,1.0,1,0.66891,0.52342,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
205.98438,0.29613,0.60901,11.81479,1.0,1,0.66879,0.52364,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.0,0.29604,0.60903,11.68059,1.0,1,0.66892,0.52314,11.11167,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.01562,0.29595,0.6095,11.63393,1.0,1,0.66889,0.52308,11.15729,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.03125,0.29567,0.60946,11.16463,1.0,1,0.66851,0.52334,10.62817,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.0625,0.29579,0.60936,12.65005,1.0,1,0.6683,0.52334,10.57223,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.0625,0.29579,0.60936,12.65005,1.0,1,0.66823,0.52337,10.62721,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.07812,0.2957,0.60997,11.67082,1.0,1,0.66833,0.52352,10.45083,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.09375,0.29567,0.61006,11.74835,1.0,1,0.66826,0.52434,10.61837,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.125,0.29559,0.60999,11.45365,1.0,1,0.66819,0.52416,10.6073,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.14062,0.29573,0.61063,11.86985,1.0,1,0.66817,0.52439,10.3838,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.15625,0.29535,0.6102,11.60221,1.0,1,0.66804,0.52413,10.49745,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.17188,0.29535,0.6102,11.60221,1.0,1,0.6681,0.52408,10.58829,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.1875,0.29581,0.61058,11.91323,1.0,1,0.66906,0.52509,9.65348,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.20312,0.29528,0.61054,11.42473,1.0,1,0.6682,0.52343,9.98195,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.21875,0.29528,0.61054,11.42473,1.0,1,0.6682,0.52343,9.98195,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.23438,0.29575,0.61068,11.65588,1.0,1,0.66903,0.52492,10.6126,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.25,0.29496,0.61078,11.33669,1.0,1,0.66819,0.52318,9.99998,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.26562,0.29515,0.61036,11.69201,1.0,1,0.66816,0.52337,10.02412,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.28125,0.29533,0.61059,11.37017,1.0,1,0.66747,0.52481,9.80815,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.29688,0.29526,0.61087,11.43096,1.0,1,0.66791,0.52503,10.62149,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.3125,0.2957,0.61134,12.46031,1.0,1,0.66794,0.52435,10.5974,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.32812,0.29527,0.6105,11.41887,1.0,1,0.66847,0.52513,10.43616,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.34375,0.29551,0.61095,11.99739,1.0,1,0.66791,0.52272,10.65343,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.375,0.29501,0.61054,11.83026,1.0,1,0.66791,0.52272,10.65343,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.375,0.29477,0.60986,12.13756,1.0,1,0.66817,0.52305,10.12185,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.39062,0.29464,0.60997,12.2054,1.0,1,0.66775,0.52404,10.86836,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.40625,0.29462,0.61003,12.00713,1.0,1,0.66775,0.52404,10.86836,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.4375,0.29464,0.61076,12.3635,1.0,1,0.66804,0.52412,10.47376,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.45312,0.29462,0.61052,12.13475,1.0,1,0.66777,0.5236,10.99559,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.46875,0.29462,0.61052,12.13475,1.0,1,0.66777,0.5236,10.99559,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.48438,0.29466,0.61077,12.37607,1.0,1,0.66762,0.52084,11.08745,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.5,0.29456,0.61052,11.94862,1.0,1,0.66753,0.52328,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.51562,0.29456,0.61052,11.94862,1.0,1,0.66753,0.52328,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.53125,0.29437,0.6111,11.76175,1.0,1,0.66747,0.52458,10.78823,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.54688,0.29431,0.61105,11.78983,1.0,1,0.66762,0.52389,10.96306,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.5625,0.29431,0.61105,11.78983,1.0,1,0.66757,0.52408,10.74793,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.57812,0.2943,0.61115,11.89578,1.0,1,0.66744,0.52484,10.31667,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.59375,0.29426,0.61105,11.69189,1.0,1,0.66731,0.52284,10.57305,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.60938,0.29426,0.61105,11.69189,1.0,1,0.66728,0.52295,10.64316,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.625,0.2944,0.61181,11.49691,1.0,1,0.66761,0.52454,10.8272,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.64062,0.2944,0.61181,11.49691,1.0,1,0.66708,0.52532,10.48878,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.65625,0.2944,0.61181,11.49691,1.0,1,0.66698,0.52493,10.47491,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.67188,0.29433,0.61204,11.69412,1.0,1,0.66701,0.52295,10.38631,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.6875,0.2944,0.61184,11.56727,1.0,1,0.66701,0.5228,10.34346,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.70312,0.2944,0.61184,11.56727,1.0,1,0.66701,0.5228,10.34346,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.71875,0.29434,0.61121,11.88083,1.0,1,0.66757,0.52395,11.04852,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.73438,0.29439,0.61142,12.33368,1.0,1,0.66708,0.52284,10.08317,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.76562,0.29439,0.61142,12.33368,1.0,1,0.66707,0.52285,10.06613,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.78125,0.29462,0.61185,11.97127,1.0,1,0.66749,0.52371,10.89995,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.79688,0.29453,0.61164,11.59793,1.0,1,0.66709,0.52231,10.15713,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.8125,0.2947,0.61164,11.83751,1.0,1,0.66704,0.52288,10.02891,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.82812,0.29459,0.61167,11.85087,1.0,1,0.668,0.52559,10.01612,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.84375,0.29477,0.61193,12.44334,1.0,1,0.667,0.52522,10.21259,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.85938,0.29479,0.61188,,1.0,1,0.66729,0.52474,10.50042,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.875,0.29475,0.61202,12.34352,1.0,1,0.66732,0.5246,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.89062,0.29466,0.61224,12.47408,1.0,1,0.66689,0.52423,10.15122,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.90625,0.29466,0.61224,,1.0,1,0.66705,0.52436,10.03352,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.92188,0.29378,0.61253,,1.0,1,0.66679,0.52462,10.25088,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.9375,0.2944,0.61261,11.7283,1.0,1,0.66679,0.52516,10.12792,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.95312,0.2944,0.61261,11.7283,1.0,1,0.66691,0.52508,10.00345,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.96875,0.29439,0.61274,11.95703,1.0,1,0.66696,0.52614,9.8008,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
206.98438,0.29439,0.61274,11.95703,1.0,1,0.66666,0.52628,10.3427,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.0,0.294,0.61251,11.50891,1.0,1,0.66673,0.52629,10.3339,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.01562,0.29402,0.61249,11.49808,1.0,1,0.66615,0.52708,9.81874,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.03125,0.29375,0.61137,,1.0,1,0.66744,0.52684,10.33667,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.04688,0.29377,0.61162,11.48675,1.0,1,0.66725,0.52685,10.58903,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.07812,0.29374,0.61211,11.51984,1.0,1,0.66625,0.52592,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.09375,0.29334,0.61274,11.39804,1.0,1,0.66571,0.52713,9.93183,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.10938,0.29329,0.61284,,1.0,1,0.66566,0.52703,9.77171,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.125,0.29309,0.61235,11.48375,1.0,1,0.66577,0.52357,10.16747,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.14062,0.29309,0.61244,11.63762,1.0,1,0.6659,0.52657,10.41892,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.15625,0.29309,0.61244,11.63762,1.0,1,0.6659,0.52657,10.41892,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.17188,0.29276,0.61262,,1.0,1,0.6661,0.52487,9.96327,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.1875,0.29329,0.61262,12.31299,1.0,1,0.66633,0.52641,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.20312,0.29329,0.61262,12.31299,1.0,1,0.66643,0.52653,9.6894,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.21875,0.29346,0.61289,11.98699,1.0,1,0.66661,0.52626,10.16931,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.23438,0.29331,0.61258,12.15605,1.0,1,0.66653,0.52641,10.81784,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.25,0.29333,0.61254,12.18291,1.0,1,0.66624,0.52618,10.17126,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.26562,0.29271,0.6123,,1.0,1,0.66623,0.52569,10.5581,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.28125,0.29318,0.61213,11.49499,1.0,1,0.66613,0.52635,10.41536,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.29688,0.293,0.61246,11.36673,1.0,1,0.66627,0.52635,10.96375,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.3125,0.29319,0.61216,11.40516,1.0,1,0.66604,0.52588,10.01491,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.32812,0.29342,0.61229,12.02986,1.0,1,0.66624,0.52558,10.98544,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.34375,0.29342,0.61229,12.02986,1.0,1,0.6663,0.52563,11.1227,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.375,0.2935,0.61258,12.39444,1.0,1,0.66633,0.5243,10.85886,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.39062,0.2936,0.61272,12.19458,1.0,1,0.6662,0.52462,11.01107,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.40625,0.29384,0.61251,12.06331,1.0,1,0.6662,0.52462,11.01107,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.42188,0.29355,0.61282,11.98921,1.0,1,0.66609,0.52581,10.75778,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.4375,0.29317,0.61268,11.73328,1.0,1,0.6663,0.52499,10.87701,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.45312,0.29315,0.61316,12.06944,1.0,1,0.6663,0.52499,10.87701,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.46875,0.29338,0.61299,12.44655,1.0,1,0.66663,0.52556,11.06707,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.48438,0.29345,0.61298,12.49487,1.0,1,0.66707,0.5254,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.5,0.29345,0.61298,12.49487,1.0,1,0.66701,0.52557,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.51562,0.29389,0.61356,,1.0,1,0.66704,0.52589,11.09427,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.53125,0.29398,0.61352,12.42454,1.0,1,0.66694,0.52557,10.84663,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.54688,0.29398,0.61352,12.42454,1.0,1,0.66705,0.52551,11.04534,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.5625,0.29416,0.61341,12.55314,1.0,1,0.66774,0.52646,10.85741,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.57812,0.29456,0.61284,12.23523,1.0,1,0.6672,0.52675,10.46326,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.59375,0.29456,0.61284,12.23523,1.0,1,0.66765,0.52634,10.7182,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.60938,0.29469,0.61265,11.95316,1.0,1,0.66761,0.52662,10.44878,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.625,0.29459,0.61277,12.01919,1.0,1,0.66748,0.52544,10.03475,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.64062,0.29475,0.61247,12.10332,1.0,1,0.66755,0.52602,10.58126,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.65625,0.29492,0.61246,12.45649,1.0,1,0.66793,0.52614,10.8322,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.67188,0.29448,0.61256,11.76615,1.0,1,0.66776,0.52593,10.94004,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.6875,0.29455,0.61255,11.81083,1.0,1,0.66779,0.52573,10.98394,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.71875,0.2945,0.61237,11.62095,1.0,1,0.66787,0.52643,11.12316,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.73438,0.29453,0.61229,11.88242,1.0,1,0.6679,0.52638,11.23919,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.75,0.29453,0.61229,11.88242,1.0,1,0.6679,0.52638,11.23919,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.76562,0.29412,0.61248,,1.0,1,0.66806,0.52467,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.78125,0.29412,0.61255,11.36274,1.0,1,0.66734,0.52613,10.37681,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.79688,0.2941,0.61264,,1.0,1,0.66734,0.52613,10.37681,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.8125,0.2942,0.61237,11.4385,1.0,1,0.66778,0.52649,10.47898,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.82812,0.29404,0.61262,,1.0,1,0.66729,0.52616,10.6909,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.84375,0.29413,0.61221,,1.0,1,0.66729,0.52616,10.6909,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.85938,0.29412,0.61268,,1.0,1,0.66778,0.52613,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.875,0.29439,0.61295,12.11888,1.0,1,0.66822,0.52415,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.89062,0.29439,0.61295,12.11888,1.0,1,0.66822,0.52415,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.90625,0.29432,0.61213,11.60626,1.0,1,0.66793,0.52674,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.92188,0.29451,0.61268,12.25371,1.0,1,0.6675,0.5273,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.9375,0.29446,0.61264,11.96092,1.0,1,0.6675,0.5273,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.95312,0.29462,0.61261,12.26505,1.0,1,0.66792,0.527,9.72174,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.96875,0.29493,0.61243,12.43614,1.0,1,0.66786,0.52543,10.22225,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
207.98438,0.29493,0.61243,12.43614,1.0,1,0.66786,0.52543,10.22225,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.0,0.29478,0.61286,12.09958,1.0,1,0.66825,0.52399,10.03983,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.03125,0.29451,0.61256,11.84309,1.0,1,0.66743,0.52629,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.04688,0.29458,0.61258,12.04807,1.0,1,0.66771,0.52574,9.8591,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.0625,0.29461,0.61335,12.50917,1.0,1,0.66751,0.52653,,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.07812,0.29518,0.61366,12.66554,1.0,1,0.66805,0.52717,10.22856,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.09375,0.29502,0.6134,,1.0,1,0.66805,0.52717,10.22856,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.10938,0.29474,0.61371,11.97578,1.0,1,0.66838,0.52686,10.08464,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.125,0.29462,0.61383,12.00228,1.0,1,0.66828,0.52528,9.70706,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.14062,0.29458,0.61394,11.84477,1.0,1,0.66831,0.52536,9.88804,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.15625,0.29489,0.61336,,1.0,1,0.66831,0.52519,9.9717,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.17188,0.29456,0.61375,,1.0,1,0.66831,0.527,10.42866,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.1875,0.29476,0.61389,,1.0,1,0.66831,0.527,10.42866,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
208.20312,0.29492,0.61309,12.14272,1.0,1,0.66786,0.52732,9.96953,1.0,1,0.0,0.0,0,0.0,19,17,-999,1,160,245
