timestep,score,total_score,n_orders,n_objects,n_messages,human_action,ai_action,has_assigned_tasks,n_assigned_tasks,messages,assigned_tasks,round_id,participant_id,team_player,subjective_cognitive_load,can_switch,Current_Mode,Switch_Attempt,n_human_message,n_ai_message,avg_lpcx,std_lpcx,count_lpcx,avg_lpcy,std_lpcy,count_lpcy,avg_lpd,std_lpd,count_lpd,avg_lps,std_lps,count_lps,avg_lpv,std_lpv,count_lpv,avg_rpcx,std_rpcx,count_rpcx,avg_rpcy,std_rpcy,count_rpcy,avg_rpd,std_rpd,count_rpd,avg_rps,std_rps,count_rps,avg_rpv,std_rpv,count_rpv,avg_saccade_mag,std_saccade_mag,count_saccade_mag,avg_saccade_dir,std_saccade_dir,count_saccade_dir,avg_bkid,std_bkid,count_bkid,avg_bkdur,std_bkdur,count_bkdur,avg_bkpmin,std_bkpmin,count_bkpmin,total_samples,window_start,window_end,real_timestamp,has_eye_data
10,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.036261249999999995,0.000135345237571676,16,0.31780875000000003,0.0002102974084481351,16,13.559080666666667,0.1756906453915384,15,0.80234,0.0,16,1.0,0.0,16,0.417464375,0.00023703638961138277,16,0.266909375,0.00017517491258738687,16,14.829423636363636,0.16112685451362427,11,0.80234,0.0,16,1.0,0.0,16,205.717125,139.7939146250696,2,278.2061,13.658007894923763,2,0.0,0.0,0,0.0,0.0,0,11.0,0.0,16,16,763.82812,764.0625,763.9507923269391,True
11,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.036271874999999995,0.00011273678784377955,16,0.3174575,0.0005425925420300805,16,13.531725,0.1358584454496665,16,0.80234,0.0,16,1.0,0.0,16,0.41733375,0.00012071315863098173,16,0.26672625,0.00044120856745988004,16,14.846675833333334,0.14294648639252958,12,0.80234,0.0,16,1.0,0.0,16,304.56635,,1,287.86377,,1,0.0,0.0,0,0.0,0.0,0,11.0,0.0,16,16,763.92188,764.15625,764.045871559633,True
12,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.03654466666666666,0.0002845514431689354,15,0.3164646666666666,0.0008425799382734785,15,13.527729333333331,0.1578731266133241,15,0.7897386666666667,0.018909290561092182,15,1.0,0.0,15,0.4173859999999999,0.00018023001177067946,15,0.2659646666666667,0.0007387138114575216,15,14.694582142857142,0.15515690476113175,14,0.7881866666666667,0.020036290527321626,15,1.0,0.0,15,304.56635,,1,287.86377,,1,0.0,0.0,0,0.0,0.0,0,10.733333333333333,0.45773770821706344,15,15,764.03125,764.26562,764.140950792327,True
13,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.037360624999999995,0.0010438292884055965,16,0.315573125,0.0007640743310263286,16,13.48849,0.16152287458231207,16,0.77283375,0.0213128686869381,16,1.0,0.0,16,0.418055,0.0009250729700947894,16,0.26532,0.00043089055068157,16,14.6052175,0.11799648093622683,16,0.77137875,0.02104475259219425,16,1.0,0.0,16,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.375,0.5,16,16,764.125,764.35938,764.2360300250208,True
14,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.03893733333333334,0.001835928985035978,15,0.3144366666666667,0.0011199978741476503,15,13.252731333333333,0.4041134569270416,15,0.7583053333333335,0.006252735249092023,15,1.0,0.0,15,0.419514,0.0017865241592065228,15,0.26476466666666665,0.0006317081906190762,15,14.438138666666665,0.1769706101454083,15,0.758306,0.007002593193137185,15,1.0,0.0,15,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.0,0.0,15,15,764.21875,764.45312,764.3311092577147,True
15,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.041862666666666666,0.002692848907401831,15,0.31155866666666665,0.0036090261184715056,15,12.819222666666668,0.5215796985459058,15,0.7740520000000001,0.02152415858650792,15,1.0,0.0,15,0.4219573333333333,0.002043793624843857,15,0.26226999999999995,0.003608610733865793,15,14.248391333333336,0.2926988973786314,15,0.7756053333333336,0.02205151010917932,15,1.0,0.0,15,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.0,0.0,15,15,764.3125,764.54688,764.4261884904087,True
16,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.04739625,0.006268159618261169,16,0.30434625,0.008448860968596107,16,12.221063125,0.6348488222216767,16,0.79056375,0.018512289206542423,16,1.0,0.0,16,0.426344375,0.004951438806044157,16,0.25551875,0.008013175712537447,16,13.998148125,0.308591292234432,16,0.7920200000000001,0.01769200007536364,16,1.0,0.0,16,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.0,0.0,16,16,764.40625,764.64062,764.5212677231026,True
17,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.05602333333333334,0.009231042091510476,15,0.29462533333333335,0.009317676646849155,15,11.660253333333335,0.5661763434739427,15,0.8023400000000003,2.298380017448157e-16,15,1.0,0.0,15,0.43321799999999994,0.007626478498344717,15,0.24643600000000002,0.008225778122116213,15,13.632199999999996,0.4080127794042029,15,0.8023400000000003,2.298380017448157e-16,15,1.0,0.0,15,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.0,0.0,15,15,764.5,764.73438,764.6163469557965,True
18,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.06926800000000001,0.01045517110606722,15,0.284658,0.0057163752251129995,15,11.12827266666667,0.518596245585367,15,0.8019420000000002,0.0015414473717905598,15,1.0,0.0,15,0.4440666666666667,0.008539841640106408,15,0.23830600000000002,0.004307241079192772,15,13.237961333333335,0.4032660561654527,15,0.8015540000000001,0.00304416491011905,15,1.0,0.0,15,186.63522,,1,104.05089,,1,0.0,0.0,0,0.0,0.0,0,10.0,0.0,15,15,764.59375,764.82812,764.7114261884905,True
19,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.08173733333333333,0.008559250189679221,15,0.28064999999999996,0.002217141016199534,15,10.808151333333333,0.3764498203492101,15,0.7925066666666666,0.012931002981023506,15,1.0,0.0,15,0.45416333333333336,0.006900406475259958,15,0.23678933333333332,0.0025640299381656075,15,12.969876666666668,0.3000542742492399,15,0.7921193333333333,0.013273353794440257,15,1.0,0.0,15,186.63522,,1,104.05089,,1,0.0,0.0,0,0.0,0.0,0,10.0,0.0,15,15,764.6875,764.92188,764.8065054211843,True
20,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.08907533333333335,0.0049194553511929485,15,0.2824626666666667,0.004479008925240159,15,10.791081333333333,0.330001166878168,15,0.7803033333333335,0.016603074442776585,15,1.0,0.0,15,0.459936,0.0037630530917631953,15,0.24048600000000003,0.0055817173496540105,15,12.864165333333334,0.23714432067133037,15,0.778752,0.017266112226803444,15,1.0,0.0,15,186.63522,,1,104.05089,,1,0.0,0.0,0,0.0,0.0,0,10.0,0.0,15,15,764.78125,765.01562,764.9015846538782,True
21,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.09243333333333333,0.0013048462781200738,15,0.28895400000000004,0.00596448991951533,15,10.632080666666667,0.30064875311486633,15,0.7537826666666667,0.02618585645143649,15,1.0,0.0,15,0.46207266666666663,0.0012243101069970951,15,0.24771533333333332,0.005547874582301976,15,12.673893333333332,0.25973268083789175,15,0.752016,0.0274690136595505,15,1.0,0.0,15,60.07762,,1,337.36359,,1,0.0,0.0,0,0.0,0.0,0,10.0,0.0,15,15,764.875,765.10938,764.9966638865722,True
22,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.09077866666666666,0.0028606639256015523,15,0.296224,0.005009792981180537,15,10.376052,0.3348507804807561,15,0.7275699999999999,0.01891188552962701,15,1.0,0.0,15,0.4598486666666667,0.0030861484703352125,15,0.253708,0.0035260564779529937,15,12.502261333333331,0.18502593767464323,15,0.7258026666666666,0.017811615177689432,15,1.0,0.0,15,60.07762,,1,337.36359,,1,0.0,0.0,0,0.0,0.0,0,10.0,0.0,15,15,764.96875,765.20312,765.0917431192661,True
23,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.086520625,0.004422788665913546,16,0.30097124999999997,0.0034247547357438624,16,10.150100625,0.23560896588680585,16,0.7145225,0.004040824173358704,16,1.0,0.0,16,0.45551687500000004,0.004316056407956996,16,0.256466875,0.0017408492898582661,16,12.38284625,0.21704803498688183,16,0.713875625,0.0026225,16,1.0,0.0,16,60.07762,,1,337.36359,,1,0.0,0.0,0,0.0,0.0,0,10.0,0.0,16,16,765.0625,765.29688,765.18682235196,True
24,0.0,0.0,1,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.08015800000000001,0.004748433125027364,15,0.303548,0.0008696567467356568,15,10.166132,0.27671269306422697,15,0.7388873333333332,0.03646770968300325,15,1.0,0.0,15,0.44958466666666674,0.00420631305584945,15,0.25612000000000007,0.0021662179022434416,15,12.235802666666666,0.2370659002853326,15,0.7406546666666666,0.03776980613185746,15,1.0,0.0,15,186.36354,,1,301.69684,,1,0.0,0.0,0,0.0,0.0,0,10.0,0.0,15,15,765.17188,765.40625,765.2819015846538,True
25,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.07400800000000002,0.004387138996137297,15,0.3031206666666667,0.0011371170731702311,15,10.39643,0.3502827956502736,15,0.7596046666666667,0.030471862165111004,15,1.0,0.0,15,0.4444453333333333,0.0033499890547084832,15,0.25356666666666666,0.002343040352883,15,12.227344,0.2447738514512644,15,0.7621493333333333,0.031384166723881356,15,1.0,0.0,15,186.36354,,1,301.69684,,1,0.0,0.0,0,0.0,0.0,0,10.0,0.0,15,15,765.26562,765.5,765.3769808173478,True
26,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.06852,0.0047805536638901285,16,0.302951875,0.0009343533860376364,16,10.698740625,0.3274982832823963,16,0.78568875,0.01888609995914103,16,1.0,0.0,16,0.44022375,0.003653314248733607,16,0.252224375,0.0008594181655825894,16,12.346090625,0.28433510303791765,16,0.787064375,0.019811754412890008,16,1.0,0.0,16,186.36354,,1,301.69684,,1,0.0,0.0,0,0.0,0.0,0,10.0,0.0,16,16,765.35938,765.59375,765.4720600500417,True
27,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.06456166666666667,0.0037155492273156683,12,0.30331166666666665,0.0010051126877875399,12,10.848911666666666,0.2790699689661858,12,0.7905700000000001,0.017763871916182748,12,1.0,0.0,12,0.43719250000000004,0.002914244405424069,12,0.25209166666666666,0.000430302923602213,12,12.499330833333334,0.21169073550640402,12,0.7925116666666666,0.016553042474165152,12,1.0,0.0,12,126.836,,1,148.09438,,1,0.0,0.0,0,0.0,0.0,0,10.0,0.0,12,12,765.45312,765.625,765.5671392827356,True
28,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.05893583333333333,0.0032091473190166116,12,0.304675,0.0007877066828343023,12,11.037892499999998,0.17192528176903937,12,0.80234,0.0,12,1.0,0.0,12,0.4326683333333334,0.0026112130003761373,12,0.25205249999999996,0.00036895737620292786,12,12.583679166666665,0.1734634979395497,12,0.80234,0.0,12,1.0,0.0,12,126.836,,1,148.09438,,1,0.0,0.0,0,0.0,0.0,0,10.0,0.0,12,12,765.54688,765.76562,765.6622185154296,True
29,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.05479307692307692,0.00181877882389707,13,0.30639230769230774,0.001181490258431797,13,10.982550769230766,0.3489193755120118,13,0.8023400000000002,1.1555567610933196e-16,13,1.0,0.0,13,0.42943076923076917,0.0013684812843590586,13,0.2517369230769231,0.00021021356661676767,13,12.39022692307692,0.260572609982471,13,0.8023400000000002,1.1555567610933196e-16,13,1.0,0.0,13,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.0,0.0,13,13,765.71875,765.875,765.7572977481234,True
30,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.05478941176470588,0.0015156824807171653,17,0.30698294117647057,0.0012217291266166702,17,10.880507647058824,0.3942180668825537,17,0.80234,0.0,17,1.0,0.0,17,0.42969,0.00148083591258451,17,0.25216058823529414,0.0008246398500878695,17,12.308743529411764,0.2535394418759432,17,0.80234,0.0,17,1.0,0.0,17,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.0,0.0,17,17,765.73438,765.95312,765.8523769808173,True
31,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.05457555555555556,0.0015777841353549526,9,0.3079188888888889,0.0003357247549870487,9,10.682020000000001,0.3715042264900899,9,0.80234,0.0,9,1.0,0.0,9,0.42984999999999995,0.0017664795498391675,9,0.2526244444444445,0.0009039650312804069,9,12.152129999999998,0.12374257018100122,9,0.80234,0.0,9,1.0,0.0,9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.0,0.0,9,9,765.82812,765.95312,765.9474562135113,True
32,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.05651,0.0009895958771134808,3,0.30809333333333333,0.0003650114153466115,3,10.5494,0.48167014512008105,3,0.80234,0.0,3,1.0,0.0,3,0.4319566666666666,0.0012843805251300645,3,0.25362999999999997,0.0008107404023483778,3,12.153226666666667,0.0870443595721934,3,0.80234,0.0,3,1.0,0.0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10.0,0.0,3,3,765.92188,765.95312,766.0425354462052,True
33,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,,,766.1376146788991,False
34,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.0701,0.00018371173070873606,5,0.30391199999999996,0.0005383493289677223,5,0.0,0.0,0,0.817234,0.005664188379635683,5,1.0,0.0,5,0.44572,0.00012489995996798397,5,0.257178,8.043631020874052e-05,5,10.016723333333333,0.07123347621261657,3,0.817234,0.005664188379635683,5,1.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11.0,0.0,5,5,766.26562,766.34375,766.232693911593,True
35,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.06996333333333332,0.00029398129192178136,9,0.30418555555555554,0.00050997821304226,9,8.36527,,1,0.8225366666666667,0.012934678194682681,9,1.0,0.0,9,0.44574666666666674,0.00010012492197251003,9,0.2570777777777778,0.00019677257035582876,9,10.03226,0.06594207660262702,4,0.825468888888889,0.014935763660125004,9,1.0,0.0,9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11.0,0.0,9,9,766.26562,766.40625,766.3277731442869,True
36,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.06990666666666667,0.00033007069949734423,6,0.3044383333333333,0.0001879804954421251,6,8.36527,,1,0.8236083333333334,0.01604505832543672,6,1.0,0.0,6,0.4458033333333334,5.715476066494359e-05,6,0.2570516666666666,0.00024036777376898726,6,10.064856666666666,0.012135902658365956,3,0.8280066666666667,0.01810047144874039,6,1.0,0.0,6,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11.0,0.0,6,6,766.32812,766.40625,766.4228523769808,True
37,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.06956,,1,0.30458,,1,0.0,0.0,0,0.84922,,1,1.0,,1,0.44573,,1,0.25667,,1,0.0,0.0,0,0.85581,,1,1.0,,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11.0,,1,1,766.40625,766.40625,766.5179316096747,True
38,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,,,766.6130108423687,False
39,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,,,766.7080900750625,False
40,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,,,766.8031693077564,False
41,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,,,766.8982485404504,False
42,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,0,,,766.9933277731443,False
43,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.057316,0.00040438842713411,5,0.31019399999999997,0.00038023676834308517,5,8.852565,0.17111026707944785,4,0.82366,0.01911431270017313,5,1.0,0.0,5,0.4325,0.0002945335295004747,5,0.257668,0.0005665421431808792,5,10.044165,0.019777776669787615,2,0.818384,0.017432347231511873,5,1.0,0.0,5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11.0,0.0,5,5,767.14062,767.20312,767.0884070058382,True
44,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.05650999999999999,0.0009279248053826572,10,0.31005799999999994,0.0003324254302346089,10,8.711257142857143,0.24044458139831182,7,0.813677,0.0166489806494772,10,1.0,0.0,10,0.43196,0.0006578753681359445,10,0.25724100000000005,0.0006486130501993341,10,10.022868571428571,0.13797358605044335,7,0.8116990000000002,0.014163508236152346,10,1.0,0.0,10,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11.0,0.0,10,10,767.14062,767.29688,767.183486238532,True
45,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.05576733333333333,0.0009704966818716122,15,0.3100346666666666,0.0003379954916577296,15,8.785788181818182,0.22267051883076844,11,0.8241806666666668,0.021953292452928517,15,1.0,0.0,15,0.4313366666666666,0.0008208416122376752,15,0.2569146666666667,0.0005194346743839771,15,10.049893333333332,0.1531065720537842,12,0.8246206666666667,0.02296911450083305,15,1.0,0.0,15,99.75388,,1,253.17313,,1,0.0,0.0,0,0.0,0.0,0,11.0,0.0,15,15,767.15625,767.39062,767.278565471226,True
46,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.05478066666666667,0.0005126745927927758,15,0.3103386666666667,0.0005930293496310415,15,8.940076428571428,0.5127304512810599,14,0.8344233333333334,0.0213162364899444,15,1.0,0.0,15,0.4306153333333334,0.00036875982634203264,15,0.256702,0.00021984410060638828,15,10.304999999999998,0.3640318891568111,14,0.8344239999999999,0.021906771229788385,15,1.0,0.0,15,99.75388,,1,253.17313,,1,0.0,0.0,0,0.0,0.0,0,11.0,0.0,15,15,767.25,767.48438,767.3736447039199,True
47,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.054915624999999996,0.0008026370599467734,16,0.310484375,0.0006360709473007013,16,9.342226875000001,0.5907130693291373,16,0.829065,0.024283467078103402,16,1.0,0.0,16,0.4310625,0.0011079620932143888,16,0.25669375,0.00021552648715800448,16,10.802649374999998,0.5742082549211422,16,0.8282406250000001,0.02463347437093134,16,1.0,0.0,16,25.16847,,1,15.19973,,1,0.0,0.0,0,0.0,0.0,0,11.0,0.0,16,16,767.34375,767.57812,767.4687239366139,True
48,0.0,0.0,2,14,0,0,0,False,0,[],[],0,8,1,7,False,,0,0,0,0.056599333333333335,0.002088473354481918,15,0.31031400000000003,0.0007716938697251881,15,10.056765333333333,0.4349282339464862,15,0.8170286666666667,0.014768040718614853,15,1.0,0.0,15,0.43330266666666656,0.00242566475915562,15,0.256752,0.00026167591733724464,15,11.374438,0.434416598673275,15,0.8157099999999999,0.015160155012400096,15,1.0,0.0,15,25.16847,,1,15.19973,,1,0.0,0.0,0,0.0,0.0,0,11.0,0.0,15,15,767.45312,767.6875,767.5638031693078,True
